Source,FIPS,State,city/county,city/county_status,project_id,number,start_date,stop_date,department,lou_category,amount,project_name,category,subcategory,description,suggested_cat,suggested_subcat,Notes,start_date,stop_date
,40143,OK,Tulsa,city,,,,,,Public Safety,13925,Fire Department CPAT,6,1,"The Candidate Physical Ability Test (CPAT) is the functional fitness assessment tool utilized by fire departments across the nation. In 2021, the Oklahoma State Firefighters Pension Board mandated the use of CPAT for pension qualification. The CPAT requires a set of testing equipment not currently owned by the TFD. This funding will allow for the and purchase of the necessary equipment.",,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,115595,Fire Department Lexipol,6,1,"In a recent arbitration hearing, the status of the Tulsa Fire Department’s policy and procedures was called into question. The department’s management relies on effective, accurate, and evidence-based policy for safe operations. The service provided by Lexipol will assist the department in bringing policy into compliance.",,,,,
,40143,OK,Tulsa,city,,,,,,,300000,Hiring Stipend Critical,4,1,"Human Resources proposed a recruitment stipend for critical positions at the City of Tulsa that are notoriously hard to fill. The list is long and speaks to the varied nature of employment that it takes to keep a city running: Automotive servicer/ storekeeper, construction inspector/ inspector apprentice/ inspector I and II, court reporter, crew worker I, customer account rep I and II, electrical apprentice, engineering aide and environmental engineering aide, engineering tech II, environmental monitoring tech series, equipment operator I, II and III, gardener, kennel worker, lake patrol officer, neighborhood inspector and lead, office assistant II and III, parking inspector, parks utility worker I and lead, plant mechanic apprentice, revenue processor, stock clerk, street crew worker I and lead, Surf drainage worker I and lead, traffic utility worker I, treatment plant operators (I-V), treatment plant shift lead, vegetation worker I and lead, water lab tech, water/wastewater dispatcher I, water/wastewater operators (I-V), carpenter, electrician I, II and III, electronics tech III, inspector (building, 51 | City of Tulsa 2022 Recovery Plan Performance Report electrical, mechanical, plumbing), maintenance mechanic, mechanical journeyman, and mechanic (AMD) I.",,,I dont think this is premium pay...can workforce development also be for government workers? this should be the same category as the everday data fellow,,
,40143,OK,Tulsa,city,,,,,,Public Safety,200000,Hiring Stipend Public Safety,4,1,"Eligible workers receiving premium pay are earning below 150 percent of Oklahoma's average annual wage for all occupations as defined by the Bureau of Labor and Statistics. Additionally, it is for eligible workers performing essential work during the public health emergency: • Academy Police Officer hires ($2,000 at signing, $1,000 the day before they finish the academy) • Public Safety Telecommunications hires (911 operator) ($1,000 at signing, $1,000 when they finish training)",,,,,
,40143,OK,Tulsa,city,,,,,,Premium Pay,4241354,Retention Bonus,4,1,"In recognition of the commitment to selfless service as a City of Tulsa team member, the City Council and the Mayor approved a one-time 4% retention bonus for all employees who continued to work for the City through the end of 2021. Employees must have been hired prior to January 1, 2021, and still be employed with the city as of December 31, 2021, to receive the retention stipend. There are three categories of employees who are not applicable for the bonus: elected officials; new employees with less than a year with the city; and employees who do not have a finalized bargaining agreement in place.",,,,,
,40143,OK,Tulsa,city,,,,,,Premium Pay,4437283,Retention Bonus Public Safety,4,1,"A one-time 4% retention bonus for all employees who continued to work for the City through the end of 2021. Employees must have been hired prior to January 1, 2021, and still be employed with the city as of December 31, 2021, to receive the retention stipend. Police and Fire and 911 operators",,,,,
,40143,OK,Tulsa,city,,,,,,Premium Pay,1160238,Vaccine Stipend,1,4,"As an employer of 3,700 citizens, the City of Tulsa adopted a two-step approach to encouraging vaccination incentives. If an employee is vaccinated, they receive $250, if their department reaches 70% total vaccinations, they receive another $250. The objective was and is to set model behavior for the community and to do so for an employee base that 52 | City of Tulsa 2022 Recovery Plan Performance Report reaches deep into our community and is vulnerable through constant exposure to the general population (continuity of operations).",,,,,
,40143,OK,Tulsa,city,,,,,,,1600000,Workers Compensation,6,1,"The city is self-insured for workers’ compensation claims. In addition to claims typically experienced over a two-year period, the City of Tulsa has experienced additional claims resulting from on-the-job fatalities, extended hospital stays and advanced rehabilitative care, some related to COVID exposure. The severity of these claims resulted in an increase to medical and indemnity related payouts. This is a one-time, short-term solution to build the fund balance with the long-term solution of increased rates returning the fund to an ongoing healthy balance.",,,no idea with this one...is this an insurance slush fund? maybe public health?,,
,40143,OK,Tulsa,city,,,,,,Public Safety,236000,Municipal Court Facilities,6,1,"Facility improvements including construction of outside window and drop box for payments, update employee restrooms, counters for bond area and reception area for court.",,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,153500,Municipal Court Furniture,6,1,,,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,2000000,Municipal Court Mental Health Initiatives,6,1,,,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,611000,Municipal Court Outreach,6,1,,,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,401560,Municipal Court Organizational Development,6,1,,,,,,
,40143,OK,Tulsa,city,,,,,,Public Safety,90000,Municipal Court Technology,6,1,,,,,,
,40143,OK,Tulsa,city,,,,,,Infrastructure,150000,Route 66 Historical Village,6,1,"In partnership with the Oklahoma Department of Transportation (ODOT) and Tulsa County, these funds will be used to stabilize 370 lineal feet of eroding property along highway 244 and the backside of the Route 66 Historical Village as well as install a concrete retaining wall.",,,,,
,40143,OK,Tulsa,city,,,,,,Premium Pay,62000,Overtime Pay,3,1,Tulsa Health Department overtime pay to COVID-19 response team members working after hours or on the weekend as needed to provide services to the Tulsa community.,,,,,
,40143,OK,Tulsa,city,,,,,,Public Health,322000,Retention Stipend,3,1,"The Tulsa Health Department (THD) would like to sustain and demonstrate how much they value the employees that have worked tirelessly to mitigate COVID-19, while keeping the values of THD alive and in the forefront of residents. It is an opportunity to ease the burden of financial stress and to encourage continued employment with THD. For those employed as of 3/31/21.",,,,,
,40143,OK,Tulsa,city,,,,,,Public Health,630000,Testing,1,2,"Tulsa City County Health Department has provided and continues to provide oversight and implementation of all public health mitigation activities related to the coronavirus pandemic up to and including vaccine clinics, testing, community outreach, information, and response for the City of Tulsa. Special attention has focused on uninsured Tulsans as well as other underserved populations.",,,,,
,40143,OK,Tulsa,city,,,,,,Premium Pay,85750,Vaccine Incentive,4,1,"It is the goal of the Tulsa Health Department (THD) that all employees are vaccinated against COVID-19. All employees that can provide proof of vaccination will receive $250. When 70% of the employees are vaccinated, they will receive an addition $250",,,,,
,40143,OK,Tulsa,county,1-1,,,,,,9200000,Election Board Expansion,1,4,"The Tulsa County Election Board expansion, led by the election board and Tulsa County Board of County Commissioners, requested $9.2 million to purchase a new building to allow social distancing for poll workers and voters in accordance with Treasury expense category 1.4 guidelines.",,,expanded building for poll workers,,
,40143,OK,Tulsa,county,1-2,,,,,Public Health,4000000,OSU Medical Center Expansion,1,12,The OSU Medical Center expansion requested $4 million to support a major expansion to its existing facility that focuses on military veterans and mental health in accordance with Treasury expense category 1.12 guidelines.,,,,,
,40143,OK,Tulsa,county,1-3,,,,,Healthy Neighborhoods,1200000,Expo Square HVAC Replacement on Ford Truck Arena,1,4,"The replacement of HVAC equipment in the largest barn/arena facility at Expo Square, led by the Tulsa County Public Facilities Authority, requested $1.2 million to replace and update heat, air and ventilation equipment in the Ford Truck Arena, the largest and most utilized barn/arena facility at the Tulsa Fairgrounds. This building hosts a variety of different entertainment and livestock shows. Expo Square is the busiest equestrian facility in Oklahoma. This project was necessary to operate this facility with as little risk of virus spread as possible for exhibitors and livestock show participants and spectator. This project was awarded in accordance with Treasury expense category 1.4 guidelines.",,,,,
,40143,OK,Tulsa,county,1-4,,,,,Public Health,500000,Tulsa Health Department Testing Reimbursement,1,2,"COVID-19 testing by the Tulsa Health Department was crucial to the response of the pandemic in Tulsa County. Health Department officials requested funds to provide testing supplies, labor
and facilities for high volume testing. Tulsa County
awarded $500,000 to reimburse the Tulsa Health
Department for these expenses provided for by
Treasury expense category 1.2.",,,,,
,40143,OK,Tulsa,county,1-5,,,,,Public Health,500000,Council Oak Comprehensive Healthcare Center Monoclonal Antibody Infusion Center Operations,1,6,"Council Oak Comprehensive Healthcare Center Monoclonal Antibody Infusion Center Operations, led by the Muscogee Nation Health Department, requested $500,000 to support an operations expansion to open a monoclonal antibody infusion center to treat COVID patients in accordance with Treasury expense category 1.6 guidelines",,,,,
,40143,OK,Tulsa,county,1-6,,,,,Public Health,374598.88,Expo Facility Usage and Meals for Vaccination Drive,1,1,"The Tulsa Area Emergency Management Agency in conjunction with the Tulsa Health Department utilized event space at Expo Square for months in support of vaccination programs and response to the COVID-19 pandemic. In total, $374,598.88 was spent to support multiple vaccination programs over a several months. These funds were awarded in accordance with Treasury expense category 1.1 guidelines.",,,,,
,40143,OK,Tulsa,county,1-7,,,,,Public Safety,364790,Tulsa County Sheriff’s Office Specialty Vehicles,1,7,"The Tulsa County Sheriff’s Office requested $364,790 to purchase 10 new Ford Explorer patrol vehicles outfitted with a device to heat up the inside of the vehicle and make it uninhabitable for the COVID-19 virus. This project was considered and approved to enhance the safety and security of both citizens and deputies in the field responding to pandemic related situations. This was awarded in accordance with Treasury expense category 1.7 guidelines.",,,,,
,40143,OK,Tulsa,county,1-8,,,,,Public Health,200000,Expo Square Cash Counting Machines,1,7,"Expo Square, led by Tulsa County Public Facilities Authority, requested $200,000 to purchase cash counting machines to protect workers accepting cash from hundreds of thousands of patrons during the Tulsa State Fair in accordance with Treasury expense category 1.7 guidelines.",,,,,
,40143,OK,Tulsa,county,1-9,,,,,Public Safety,167202.37,Tulsa County Sheriff’s Office Medical Needs at Tulsa Jail,1,2,"The Tulsa County Sheriff’s Office requested $167,202.37 to support COVID-19-related medical needs at the Tulsa Jail, including medical supplies, materials and COVID testing equipment, in accordance with Treasury expense category 1.2 guidelines.",,,,,
,40143,OK,Tulsa,county,1-10,,,,,Infrastructure,125000,Tulsa County Engineering and Tulsa Area Emergency Management Agency Operations,1,7,"Tulsa County Engineering and the Tulsa Area Emergency Management Agency (TAEMA) requested $125,000 to support TAEMA’s operational response to COVID-19 by adding message boards, barricades, traffic drums and speed bumps at or around testing and other pandemic related facilities and events in accordance with Treasury expense category 1.7 guidelines.",,,,,
,40143,OK,Tulsa,county,1-11,,,,,Public Health,110900,The Spring Shelter Support of Mental Health and Substance Abuse Services,1,11,"The Spring Shelter requested $110,900 to support mental health and substance abuse services in accordance with Treasury expense category 1.11 guidelines",,,,,
,40143,OK,Tulsa,county,1-12,,,,,Public Health,62507,Tulsa County Alternative Courts Social Distancing,1,4,"Alternative Courts social distancing program, led by the Tulsa County District Court requested $62,507 to build cubicles and separate workspaces that would help protect employees and clients within congregate settings. Prior to these separated spaces, it was common to gather many people in one crowded area. This has enhanced the health and public safety of hundreds to people involved in the courts system. The project was considered and awarded in accordance with Treasury expense category 1.4 guidelines.",,,,,
,40143,OK,Tulsa,county,1-13,,,,,Public Health,37812.75,Tulsa County Election Board Single-Use Pens,1,8,"The Tulsa County Election Board requested $37,812.75 to provide single-use pens to all voters in accordance with Treasury expense category 1.8 guidelines.",,,,,
,40143,OK,Tulsa,county,1-14,,,,,Public Safety,30480.63,Tulsa County Court Services Pretrial Release Social Distancing,1,4,"Tulsa County Court Services requested $30,480.63 to make individual workstations for employees at the pretrial release program at the Tulsa Jail to support reduced jailtime for inmates in congregate settings in accordance with Treasury expense category 1.4 guidelines.",,,,,
,40143,OK,Tulsa,county,1-15,,,,,Public Health,10625,TAEMA Rapid COVID 19 Testing Kits,1,2,The Tulsa Area Emergency Management Agency requested funds for rapid COVID-19 testing for Tulsa County employees and affiliates. This project was awarded based on Treasury expense category 1.2 guidelines.,,,,,
,40143,OK,Tulsa,county,1-16,,,,,Healthy Neighborhoods,4500,BA Seniors HEPA Filtration Equipment,1,4,The City of Broken Arrow requested funds on behalf of the Broken Arrow Seniors program for air filtration at the local Senior Center. This program supported the activities of senior citizens in the Broken Arrow area and was awarded based on Treasury expense category 1.4 guidelines.,,,I guess this is healthy neighborhoods?,,
,40143,OK,Tulsa,county,1-17,,,,,Public Health,2880,TAEMA Children’s Masks,1,5,"TAEMA requested funds to provide smaller, childsized masks for organizations that may not have had direct access to such supplies. This project was awarded based on Treasury expense category 1.5.",,,,,
,40143,OK,Tulsa,county,2-1,,,,,Healthy Neighborhoods,4000000,Crossover Community Center Expansion,2,24,"The Crossover Community Center project is underway in a qualified census tract in North Tulsa. The project was requested by Crossover Community Impact, a non-profit organization established to enhance the lives of children and families in an underserved community. This center will house the Crossover Preparatory Academy which will work to close the education gap who reside in QCTs surrounding the location. The facility will provide free internet connectivity and a school of learning including food services and meals in an area that was highly impacted by the pandemic. This project was awarded funding in accordance with Treasury expense category 2.24 guidelines.",,,,,
,40143,OK,Tulsa,county,2-2,,,,,Workforce Development,3000000,Airline Support Project,2,35,"The Airline Support Project was requested by the Tulsa Community Foundation and the Tulsa Regional Chamber as an economic and tourism development project but also to help aid the impacted airline industry which has deep roots in the Tulsa County region. This project helped ensure at least two new direct flights in and out of the Tulsa International Airport, which have enhanced the abilities of businesses to operate in Tulsa as well as helped individuals and businesses related to tourism. This project was awarded in accordance with Treasury expense category 2.35 guidelines.",,,,,
,40143,OK,Tulsa,county,2-3,,,,,Public Safety,2000000,Family Safety Center Expansion,2,34,"The Family Safety Center, a Tulsa non-profit with the mission of protecting families going through domestic abuse situations. The facility is in need of expansion for services including mental and emotional support due in large part to the pandemic conditions. This project was awarded in accordance with Treasury expense category 2.34 guidelines.",,,,,
,40143,OK,Tulsa,county,2-4,,,,,,,,,,,,,,,
,40143,OK,Tulsa,county,2-5,,,,,,,,,,,,,,,
,40143,OK,Tulsa,county,2-4,,,,,Workforce Development,2000000,OKPop Museum Completion,2,35,"The Oklahoma Pop Culture Museum (OKPop) project led by the Oklahoma Historical Society is a new museum facility in downtown Tulsa. Due to pandemic conditions, the project lost sponsorships and costs increased significantly. The project will enhance the economy through tourism and cultural development after it opens. This project was awarded in accordance with Treasury expense category 2.35.",,,,,
,40143,OK,Tulsa,county,2-5,,,,,Workforce Development,1413854,Tulsa Regional Tourism Marketing,2,35,"which provided resources for the tourism and hospitality industry to reopen in Tulsa County. This marketing program was designed to enhance outreach and efforts to draw more visitors, conferences and events to the Tulsa County region, thus supporting the highly impacted travel and hospitality sector. This project was awarded in accordance with Treasury expense category 2.35.",,,,,
,40143,OK,Tulsa,county,2-6,,,,,Public Health,1000000,Oasis Market Expansion,2,1,The Oasis Market is a full service grocery store located in a Qualified Census Tract. The market has been a leader in providing local residents with healthy options and also with access to grants and other government and non-profit assistance that allows individuals and families to buy fresh and nutritious food. This project was awarded in accordance with Treasury expense category 2.1 guidelines.,,,"is this considered food distribution? if not, maybe this should be healthy neighborhoods?",,
,40143,OK,Tulsa,county,2-7,,,,,Public Health,1000000,Food on the Move Expansion,2,1,"Food on the Move, a local nonprofit focused on fresh food distribution as well as programs that teach individuals and families to grow, prepare and store fresh produce. Food on the Move will utilize these funds to help create a permanent facility for its education operations. This project was awarded in accordance with Treasury expense category 2.1 guidelines.",,,,,
,40143,OK,Tulsa,county,2-8,,,,,Workforce Development,1000000,Morton Hospital Building Small Business Incubator,2,32,"This project will utilize a historic hospital building to create a new business incubator in a Qualified Census Tract in North Tulsa, which was significantly impacted economically by the pandemic. This facility will focus on socially and economically disadvantaged individuals who own businesses or are starting a new venture. Once the facility is up and running, it will be called Greenwood Entrepreneurial at Morton (GEM) and will help fill a hole in incubator space in Tulsa by assisting individuals that have faced barriers to access to the capital, markets and networks. This project was awarded in accordance with Treasury expense category 2.32 guidelines",,,,,
,40143,OK,Tulsa,county,2-9,,,,,Workforce Development,918000,Tulsa FMAC Music Support Program,2,35,"The Tulsa Music Support Program requested by the Tulsa Office of Film Music and Culture, the Tulsa Regional Chamber and Visit Tulsa was designed to enhance conditions for local musicians who were severely impacted by pandemic conditions. This program created several efforts including Play Tulsa Music and the Play Tulsa Music Creative Content Fund. These funds have supported many local musicians and musical acts. In many cases, these musicians make most of their living through music and would have likely either moved or changed careers due to the impact of the pandemic. These programs have saved multiple musical acts in the Tulsa County region. This project was awarded in accordance with Treasury expense category 2.35 guidelines.",,,,,
,40143,OK,Tulsa,county,2-10,,,,,Workforce Development,815000,Tulsa FMAC Film Support Program,2,35,"The Tulsa Film Support Program project was requested by the Tulsa Regional Chamber, Visit Tulsa and the Tulsa Office of Film Music and Culture. Specifically, it created the Film Tulsa Fund which is available for productions meeting specific criteria and is designed to grow the Tulsa County workforce by boosting the film industry.",,,,,
,40143,OK,Tulsa,county,2-11,,,,,Workforce Development,790000,Retrain Tulsa Job Training Program,2,10,The Retrain Tulsa Program was requested by Madison Strategies Group and the board of Retrain Tulsa. It is an established job training program that shifted gears during and since the pandemic started. These funds helped expand the capacity of this program in Tulsa County.,,,,,
,40143,OK,Tulsa,county,2-12,,,,,Workforce Development,200000,Nurse Job Training Program,2,10,"The Nurse Job Training Program was requested by Family Caregiver Assistance, an organization in Broken Arrow. Its mission is to identify individuals seeking medical training and certifications. Of course the pandemic put major stress on our medical and healthcare systems and demand for nursing and nurse assistant jobs has increase significantly.",,,,,
,40143,OK,Tulsa,county,2-13,,,,,Healthy Neighborhoods,95000,Happy Hands Education Center Support,2,34,"The Happy Hands Educational Center Support was requested to help bolster educational opportunities for children with hearing loss. Resources for this underserved, at-risk population have been in short supply due to workforce shortages and qualified care givers and educators. This project has helped provide family training, employment incentives and additional services for children affected by hearing loss. This project was funded in accordance with Treasury expense category 2.34 guidelines.",,,,,
,40143,OK,Tulsa,county,2-14,,,,,Workforce Development,75000,Tulsa Regional Tourism Travel Detective Program Support,2,35,"The Tulsa Regional Tourism Travel Detective Program Support was requested by the Tulsa Regional Chamber and Visit Tulsa. The effort was organized to promote tourism in the Tulsa County Region by way of a television program called the Travel Detective. Funds from the project supported
the filming of scenes in Tulsa County for that
program. This project was funded in accordance
with Treasury expense category 2.35 guidelines. ",,,,,
,40143,OK,Tulsa,county,2-15,,,,,Workforce Development,40000,North Tulsa Construction School,2,10,"The North Tulsa Construction School project was requested by the Urban Innovative Development Corporation. This new school has already graduated its first class of aspiring tradespeople, all of which have been former justice involved individuals. There is a major need for workforce trained skilled laborers in Tulsa County. There is also a need for good jobs for individuals living near this school, which is located in a Qualified Census Tract. This project will allow for training and job opportunities for a population that was significantly impacted by the pandemic. This project was funded in accordance with Treasury expense category 2.10 guidelines.",,,,,
,40143,OK,Tulsa,county,3-1,,,,,Premium Pay,3000000,Public Safety COVID Response Salaries,3,1,"The Tulsa County Sheriff’s Office has been responding to public safety emergencies without regard to pandemic conditions. The result is that many deputies have contracted COVID-19 with varying degrees of severity. As the pandemic lingers on, there are still many deputies and support staff that are dedicated to COVID response functions and as a result are at higher risk for spread of disease. These funds were approved to contribute to paying salaries of some of those individuals working in various critical functions of the Tulsa County Sheriff’s Office. This project was funded in accordance with Treasury expense category 3.1 guidelines.",,,,,
,40143,OK,Tulsa,county,3-2,,,,,Public Safety,325472.7,Women in Recovery/Alternative Court Programs,3,1,"The Women in Recovery and Alternative Court Support Project was requested by the Tulsa County Court Services Division. This program adds three case managers to the Alternative Court Programs dedicated to the supervision of offenders in the Drug/DUI/Veterans Treatment Court Program – a population that was severely impacted by the
pandemic condition. These non-violent offenders
have an increased risk of COVID-19 due to
congregate housing and other conditions. The
Women in Recovery program is similar with funding
adding two officers for management of participants
in the Women in Recovery program. These
offenders are also at increased risk of COVID-19
due to congregate housing. This project was funded
in accordance with Treasury expense category 3.1
guidelines. ",,,,,
,40143,OK,Tulsa,county,3-3,,,,,Public Safety,45000,TAEMA Staff Salary Support,3,1,The Tulsa Area Emergency Management Agency requested funding for additional staff for communications and crisis management. The position provided by this funding has enhanced TAEMA’s ability to manage the pandemic conditions through additional communications resources and overall staff support. TAEMA has historically had a very small staff and the pandemic conditions taxed the staff which have been on call 24/7 to manage and coordinate issues and resources needed in the ongoing public response to the pandemic conditions. This project was funded in accordance with Treasury expense category 3.1 guideline,,,,,
,40143,OK,Tulsa,county,3-4,,,,,Healthy Neighborhoods,42000,Engineering Assessment for New TCEB Location,3,4,"The Tulsa County Engineering Department was tasked with assessing a site for expansion of the Tulsa County Election Board, which faces critical space shortage. That space shortage has provided an unsafe environment for both employees and members of the public who visit the Election Board for early voting and other election related business. This project was funded in accordance with Treasury expense category 3.4 guidelines.",,,,,
,40143,OK,Tulsa,county,5-1,,,,,Public Safety,350000,TAEMA Floodwater Buyout Assessment Assistance,5,6,The Tulsa Emergency Management Floodwater Buyout Assessment Assistance is a technical and administrative assistance related to an impacted population of Tulsa County resident who have recently been impacted by flooding. TAEMA requested these funds to help assess the need for a buyout provision in conjunction with the Federal Emergency Management Agency. This project was funded in accordance with Treasury expense category 5.6 guidelines.,,,,,
,40143,OK,Tulsa,county,6-1,,,,,Public Safety,835000,IT Cybersecurity Project,6,1,"The Tulsa County Information Technology Division requested funding for enhanced cyber security. These funds have gone toward a security assessment, additional personnel and equipment for the critical needs of bolstering Tulsa County’s IT infrastructure. This project was funded through revenue replacement in accordance with Treasury expense category 6.1 guidelines.",,,,,
,40143,OK,Tulsa,county,7-1,,,,,Public Safety,1842660,Workday ERP Financial Software Project,7,1,"The Tulsa County Clerk’s Office requested funding for expenses related to a new Enterprise Resource System that provides for remote working resources for critical back-end government services such as finance, accounting, human resources management, purchasing, time-keeping and benefits administration. This program allows for any impacted employee to have enhanced ability to work remotely or from home if needed due to pandemic conditions. This project was funded in accordance with Treasury expense category 7.1 guidelines.",,,should this be the same category as the everytown data fellow?,,
,40143,OK,Tulsa,county,7-2,,,,,,17425,IT Zoom Licenses,7,1,"The Tulsa County Information Technology Division requested funds for video meeting software licenses. This critical need for managing meetings during the pandemic conditions was recognized by Tulsa County and employed to protect employees, citizens and business partners from the spread of COVID-19. This project was funded in accordance with Treasury expense category 7.1 guidelines.",,,should this be the same category as the everytown data fellow?,,
,40143,OK,Tulsa,county,7-3,,,,,,10916.34,Board of County Commissioners Remote Access Technology,7,1,The Board of County Commissioners requested funds to enhance staff abilities for remote access and working. This project purchased computing equipment including tablets that helped prepare officials and employees impacted by the pandemic to work remotely or from home depending on their needs and health status. This was funded in accordance with Treasury expense category 7.1 guidelines.,,,should this be the same category as the everytown data fellow?,,
,21111,KY,Louisville,city,ARP-0064-PHW,,none,none,,Public Health,2500000,Electronic Health Records,1,14,Louisville Metro Public Health and Wellness (LMPHW) will adopt a certified Digital Health Data and Analytics System including Electronic Health Records program that will allow us to serve vulnerable populations in a timelier manner by improving communication and efficiency,,,,,
,21111,KY,Louisville,city,ARP-0065-DEL,,none,none,,Affordable Housing,11417313,Shelter Renovations,6,1,"Funds will be used to renovate approximately five shelters based on a property needs assessment of each shelter,",,,,,
,21111,KY,Louisville,city,ARP-0030-OMB,,,,,Premium Pay,160000,Premium Pay - Private Sector Component Units/External Agencies,4,2,"Premium pay to the following related entities: Kentucky Science Center, Waterfront Development Corporation, and KentuckianaWorks Foundation.",,,,,
,21111,KY,Louisville,city,ARP-0029-OMB,,,,,Premium Pay,3125912.5,Premium Pay - Public Sector Component Units/External Agencies,4,1,"Premium pay to the following entities related to Louisville Metro Government: Jefferson County Attorney's Office, Belle of Louisville Riverboats, Jefferson County Clerks Office, and Jefferson County Sheriff's Office. Additional funds may be provided to Suburban Fire Districts, pending further review.",,,,,
,21111,KY,Louisville,city,ARP-0022-DEL,0022,none,none,DEL,Affordable Housing,20582687,Permanent Supportive Housing,6,1,"This project aims to engage with organizations that will build, operate, and maintain permanent supportive housing units including wrap around services to the community increasing our units available by an estimated 200.",,,,,
,21111,KY,Louisville,city,ARP-0027-OMB,,,,,Premium Pay,20657437.5,Premium Pay - Metro Employees,4,1,Premium pay for Louisville Metro Government employees that met the criteria required for premium pay. See justification for more information.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Health,550753,COVID-19 Mitigation,,,respond to health emergencies caused by the pandemic and to reduce the likelihood of City employees catching the virus as they interact with one another and the public.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Premium Pay,200000,Vaccination Incentive Program,,,"The City appropriates $200,000 to support a COVID-19 vaccination incentive program for City employees. Employees who show proof of vaccination have received $100 each, and recently $1,000 incentives were provided to thirty employees randomly chosen from those who showed proof of being vaccinated. The City will likely develop other strategies going forward in order to maximize COVID-19 vaccinations among employees.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Affordable Housing,1000000,Non-Congregate Shelter and Permanent Supportive Housing,,,"support a non-congregate shelter and permanent supportive housing initiative to serve those experiencing homelessness. These dollars will facilitate the purchase of facilities to provide housing to homeless persons in a manner in which persons have their own space, along with related supportive services. This greatly mitigates the potential spread of COVID-19 and any future variants of the virus among a vulnerable population.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Health,2000000,Knoxville-Knox County Community Action Committee (CAC),,,"As the community action agency for the Knoxville region, the CAC has played and will continue to play a critical role in supporting the public health response to pandemic, addressing its negative economic impacts, and serving particularly vulnerable populations, including senior citizens, lower-income residents, and persons with disabilities.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Health,1025000,Behavioral and Mental Health Treatment & Services,,,"The City will provide a total of $1,025,000 to address local mental and behavioral healthcare needs, which the pandemic has exacerbated. The City, in partnership with Knox County, will spend $900,000 to purchase a building at the / Public Safety Complex campus to create an urgent care behavioral health facility. The City and County each plan to fund $900,000 to buy the facility which will be designed to assess, triage, treat, hold, and connect adults with urgent behavioral health needs to the best resources for their condition.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,35000,McNabb Sequential Intercept Mode,,,"McNabb Center to organize and implement a Sequential Intercept Model (SIM) mapping exercise among multi-jurisdictional partners, including community-based services. The SIM process will analyze how people with behavioral health needs interact with the criminal justice system, identify gaps and opportunities, and develop priorities for activities that can improve system response. This addresses mental and behavioral health needs which have grown as a result of the pandemic.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Health,1050000,United Way of Greater Knoxville Community Grants,,,"United Way to redistribute to local non-profits who are providing direct services that support the public health response to the pandemic, address negative economic impacts, or serve particularly vulnerable populations. Funds will be distributed through a competitive application process that is intentionally designed to reduce some of the administrative barriers facing small and grassroots non-profit groups",,,,,
City document,47093,TN,Knoxville,city,,,,,,Workforce Development,1300000,Arts and Cultural Alliance American Rescue Plan Grants,,,,,,for some reason the description wont copy,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,65000,Violence Interruption,,,"Community Safety Director, $65,000 is appropriated to fund a temporary position to assist the director in developing and supporting evidence based, data informed, community led strategies that recognize violence, especially gun violence, as a public health crisis.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Premium Pay,2583600,Premium Pay,,,"employees who have had contact with, or are currently in regular contact with persons who had, have, or could have had, the COVID-19 Virus. This includes persons who have, had, or could have had, exposure to the virus by touching items that were potentially carrying the virus. Specifically, $2,153,000 will go to Police and Fire employees, and another $430,600, derived from the ARPA lost revenuecalculation, will go to General Government employees.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,3500000,Stormwater Projects,,,"stormwater projects to manage, reduce, treat, or recapture stormwater or subsurface drainage water.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,5000000,KUB water distribution system projects,,,"water system projects located within the City. These projects include the replacement of aging, galvanized water pipes in the water distribution system and partial funding for the construction of new water filters at the water treatment plant on Riverside Drive",,,,,
City document,47093,TN,Knoxville,city,,,,,,Compliance and Reporting,100000,Administrative Costs,,,"Such costs may include personnel time, expenses for program administration, the purchase or creation of software for program management, and contract support to assist nonprofit agencies or other contracted partners in the design and conduct of rigorous program reporting and evaluation methods.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,2650000,Safety Complex,,,,,,description wont copy,,
City document,47093,TN,Knoxville,city,,,,,,Workforce Development,210363,Visit Knoxville and Tourism,,,"The City supports the promotion and advancement of tourism for the local economy. Hotel/motel revenue was significantly impacted by the pandemic, with an estimated reduction totaling $210,363. Through the SLFR funds, the City will provide 167,353 to Visit Knoxville to make up for the shortfall in hotel/motel tax revenue from the prior FY, with the balance covered by General Fund dollars derived by a reduction in the FY21/22 KAT Transfer.",,,,,
