State,County,Allocation,*
Nebraska,Platte County,"$6,501,155.00 ",
Nebraska,Polk County,"$1,012,564.00 ",
Nebraska,Red Willow County,"$2,083,011.00 ",
Nebraska,Richardson County,"$1,527,684.00 ",
Nebraska,Rock County,"$263,581.00 ",
Nebraska,Saline County,"$2,762,845.00 ",
Nebraska,Sarpy County,"$36,360,628.00 ",
Nebraska,Saunders County,"$4,191,274.00 ",
Nebraska,Scotts Bluff County,"$6,918,379.00 ",
Nebraska,Seward County,"$3,357,214.00 ",
Nebraska,Sheridan County,"$1,018,974.00 ",
Nebraska,Sherman County,"$582,909.00 ",
Nebraska,Sioux County,"$226,482.00 ",
Nebraska,Stanton County,"$1,149,891.00 ",
Nebraska,Thayer County,"$971,774.00 ",
Nebraska,Thomas County,"$140,240.00 ",
Nebraska,Thurston County,"$1,403,177.00 ",
Nebraska,Valley County,"$807,643.00 ",
Nebraska,Washington County,"$4,026,365.00 ",
Nebraska,Wayne County,"$1,822,926.00 ",
Nebraska,Webster County,"$677,309.00 ",
Nebraska,Wheeler County,"$152,089.00 ",
Nebraska,York County,"$2,656,985.00 ",
Nevada,Carson City,"$10,861,027.00 ",
Nevada,Churchill County,"$4,838,281.00 ",
Nevada,Clark County,"$440,282,817.00 ",
Nevada,Douglas County,"$9,499,223.00 ",
Nevada,Elko County,"$10,251,508.00 ",
Nevada,Esmeralda County,"$169,570.00 ",
Nevada,Eureka County,"$394,109.00 ",
Nevada,Humboldt County,"$3,269,224.00 ",
Nevada,Lander County,"$1,074,526.00 ",
Nevada,Lincoln County,"$1,006,737.00 ",
Nevada,Lyon County,"$11,170,643.00 ",
Nevada,Mineral County,"$875,043.00 ",
Nevada,Nye County,"$9,036,547.00 ",
Nevada,Pershing County,"$1,306,252.00 ",
Nevada,Storey County,"$800,844.00 ",
Nevada,Washoe County,"$91,587,038.00 ",
Nevada,White Pine County,"$1,860,803.00 ",
New Hampshire,Belknap County,"$11,907,389.00 ",
New Hampshire,Carroll County,"$9,500,194.00 ",
New Hampshire,Cheshire County,"$14,778,619.00 ",
New Hampshire,Coos County,"$6,130,743.00 ",
New Hampshire,Grafton County,"$17,459,302.00 ",
New Hampshire,Hillsborough County,"$81,002,217.00 ",
New Hampshire,Merrimack County,"$29,405,927.00 ",
New Hampshire,Rockingham County,"$60,168,997.00 ",
New Hampshire,Strafford County,"$25,373,929.00 ",
New Hampshire,Sullivan County,"$8,380,605.00 ",
New Jersey,Atlantic County,"$51,214,806.00 ",
New Jersey,Bergen County,"$261,035,747.00 ",
New Jersey,Burlington County,"$86,503,822.00 ",
New Jersey,Camden County,"$98,376,054.00 ",
New Jersey,Cape May County,"$17,877,497.00 ",
New Jersey,Cumberland County,"$29,043,867.00 ",
New Jersey,Essex County,"$155,191,527.00 ",
New Jersey,Gloucester County,"$56,646,874.00 ",
New Jersey,Hudson County,"$130,604,069.00 ",
New Jersey,Hunterdon County,"$24,157,609.00 ",
New Jersey,Mercer County,"$71,368,970.00 ",
New Jersey,Middlesex County,"$160,258,621.00 ",
New Jersey,Monmouth County,"$120,193,675.00 ",
New Jersey,Morris County,"$95,535,125.00 ",
New Jersey,Ocean County,"$117,938,762.00 ",
New Jersey,Passaic County,"$97,473,818.00 ",
New Jersey,Salem County,"$12,117,555.00 ",
New Jersey,Somerset County,"$63,891,573.00 ",
New Jersey,Sussex County,"$27,288,147.00 ",
New Jersey,Union County,"$130,591,801.00 ",
New Jersey,Warren County,"$20,446,881.00 ",
New Mexico,Bernalillo County,"$131,911,293.00 ",
New Mexico,Catron County,"$685,078.00 ",
New Mexico,Chaves County,"$12,550,706.00 ",
New Mexico,Cibola County,"$5,181,306.00 ",
New Mexico,Colfax County,"$2,319,399.00 ",
New Mexico,Curry County,"$9,508,741.00 ",
New Mexico,De Baca County,"$339,529.00 ",
New Mexico,Doña Ana County,"$42,381,821.00 ",
New Mexico,Eddy County,"$11,355,170.00 ",
New Mexico,Grant County,"$5,244,045.00 ",
New Mexico,Guadalupe County,"$835,225.00 ",
New Mexico,Harding County,"$121,399.00 ",
New Mexico,Hidalgo County,"$815,412.00 ",
New Mexico,Lea County,"$13,804,514.00 ",
New Mexico,Lincoln County,"$3,801,632.00 ",
New Mexico,Los Alamos County,"$3,762,201.00 ",
New Mexico,Luna County,"$4,605,195.00 ",
New Mexico,McKinley County,"$13,862,203.00 ",
New Mexico,Mora County,"$878,151.00 ",
New Mexico,Otero County,"$13,109,141.00 ",
New Mexico,Quay County,"$1,603,048.00 ",
New Mexico,Rio Arriba County,"$7,559,948.00 ",
New Mexico,Roosevelt County,"$3,593,408.00 ",
New Mexico,San Juan County,"$24,077,388.00 ",
New Mexico,San Miguel County,"$5,298,237.00 ",
New Mexico,Sandoval County,"$28,504,079.00 ",
New Mexico,Santa Fe County,"$29,205,279.00 ",
New Mexico,Sierra County,"$2,096,025.00 ",
New Mexico,Socorro County,"$3,231,542.00 ",
New Mexico,Taos County,"$6,356,059.00 ",
New Mexico,Torrance County,"$3,003,118.00 ",
New Mexico,Union County,"$788,413.00 ",
New Mexico,Valencia County,"$14,895,745.00 ",
New York,Albany County,"$59,340,959.00 ",
New York,Allegany County,"$8,952,636.00 ",
New York,Bronx County,"$275,470,084.00 ",
New York,Broome County,"$37,000,061.00 ",
New York,Cattaraugus County,"$14,784,835.00 ",
New York,Cayuga County,"$14,873,990.00 ",
New York,Chautauqua County,"$24,649,420.00 ",
New York,Chemung County,"$16,210,350.00 ",
New York,Chenango County,"$9,169,406.00 ",
New York,Clinton County,"$15,633,268.00 ",
New York,Columbia County,"$11,549,602.00 ",
New York,Cortland County,"$9,242,051.00 ",
New York,Delaware County,"$8,572,706.00 ",
New York,Dutchess County,"$57,148,397.00 ",
New York,Erie County,"$178,447,094.00 ",
New York,Essex County,"$7,164,479.00 ",
New York,Franklin County,"$9,716,187.00 ",
New York,Fulton County,"$10,369,022.00 ",
New York,Genesee County,"$11,125,969.00 ",
New York,Greene County,"$9,165,716.00 ",
New York,Hamilton County,"$857,756.00 ",
New York,Herkimer County,"$11,910,497.00 ",
New York,Jefferson County,"$21,333,967.00 ",
New York,Kings County,"$497,231,149.00 ",
New York,Lewis County,"$5,107,690.00 ",
New York,Livingston County,"$12,220,307.00 ",
New York,Madison County,"$13,779,458.00 ",
New York,Monroe County,"$144,080,127.00 ",
New York,Montgomery County,"$9,560,602.00 ",
New York,Nassau County,"$385,003,440.00 ",
New York,New York County,"$316,357,047.00 ",
New York,Niagara County,"$40,650,381.00 ",
New York,Oneida County,"$44,416,661.00 ",
New York,Onondaga County,"$89,452,165.00 ",
New York,Ontario County,"$21,322,895.00 ",
New York,Orange County,"$74,770,082.00 ",
New York,Orleans County,"$7,837,903.00 ",
New York,Oswego County,"$22,749,964.00 ",
New York,Otsego County,"$11,555,818.00 ",
New York,Putnam County,"$19,097,507.00 ",
New York,Queens County,"$437,785,496.00 ",
New York,Rensselaer County,"$30,828,334.00 ",
New York,Richmond County,"$92,485,196.00 ",
New York,Rockland County,"$63,280,694.00 ",
New York,Saratoga County,"$44,648,193.00 ",
New York,Schenectady County,"$30,165,010.00 ",
New York,Schoharie County,"$6,021,192.00 ",
New York,Schuyler County,"$3,458,801.00 ",
New York,Seneca County,"$6,607,209.00 ",
New York,St. Lawrence County,"$20,927,232.00 ",
New York,Steuben County,"$18,526,253.00 ",
New York,Suffolk County,"$286,812,434.00 ",
New York,Sullivan County,"$14,651,782.00 ",
New York,Tioga County,"$9,362,868.00 ",
New York,Tompkins County,"$19,847,267.00 ",
New York,Ulster County,"$34,491,474.00 ",
New York,Warren County,"$12,420,372.00 ",
New York,Washington County,"$11,888,160.00 ",
New York,Wayne County,"$17,465,517.00 ",
New York,Westchester County,"$187,926,698.00 ",
New York,Wyoming County,"$7,742,143.00 ",
New York,Yates County,"$4,839,058.00 ",
North Carolina,Alamance County,"$32,925,136.00 ",
North Carolina,Alexander County,"$7,283,353.00 ",
North Carolina,Alleghany County,"$2,163,232.00 ",
North Carolina,Anson County,"$4,748,349.00 ",
North Carolina,Ashe County,"$5,283,864.00 ",
North Carolina,Avery County,"$3,410,241.00 ",
North Carolina,Beaufort County,"$9,128,034.00 ",
North Carolina,Bertie County,"$3,680,233.00 ",
North Carolina,Bladen County,"$6,355,865.00 ",
North Carolina,Brunswick County,"$27,741,111.00 ",
North Carolina,Buncombe County,"$50,733,290.00 ",
North Carolina,Burke County,"$17,575,650.00 ",
North Carolina,Cabarrus County,"$42,043,458.00 ",
North Carolina,Caldwell County,"$15,962,113.00 ",
North Carolina,Camden County,"$2,110,787.00 ",
North Carolina,Carteret County,"$13,494,316.00 ",
North Carolina,Caswell County,"$4,390,562.00 ",
North Carolina,Catawba County,"$30,990,911.00 ",
North Carolina,Chatham County,"$14,464,924.00 ",
North Carolina,Cherokee County,"$5,557,546.00 ",
North Carolina,Chowan County,"$2,708,264.00 ",
North Carolina,Clay County,"$2,181,490.00 ",
North Carolina,Cleveland County,"$19,025,057.00 ",
North Carolina,Columbus County,"$10,781,778.00 ",
North Carolina,Craven County,"$19,839,303.00 ",
North Carolina,Cumberland County,"$65,168,690.00 ",
North Carolina,Currituck County,"$5,392,637.00 ",
North Carolina,Dare County,"$7,188,564.00 ",
North Carolina,Davidson County,"$32,556,083.00 ",
North Carolina,Davie County,"$8,322,333.00 ",
North Carolina,Duplin County,"$11,409,751.00 ",
North Carolina,Durham County,"$62,445,275.00 ",
North Carolina,Edgecombe County,"$9,997,833.00 ",
North Carolina,Forsyth County,"$74,256,322.00 ",
North Carolina,Franklin County,"$13,535,494.00 ",
North Carolina,Gaston County,"$43,612,126.00 ",
North Carolina,Gates County,"$2,245,783.00 ",
North Carolina,Graham County,"$1,639,565.00 ",
North Carolina,Granville County,"$11,740,344.00 ",
North Carolina,Greene County,"$4,092,406.00 ",
North Carolina,Guilford County,"$104,339,752.00 ",
North Carolina,Halifax County,"$9,713,856.00 ",
North Carolina,Harnett County,"$26,411,744.00 ",
North Carolina,Haywood County,"$12,104,347.00 ",
North Carolina,Henderson County,"$22,806,876.00 ",
North Carolina,Hertford County,"$4,598,980.00 ",
North Carolina,Hoke County,"$10,728,557.00 ",
North Carolina,Hyde County,"$958,954.00 ",
North Carolina,Iredell County,"$35,313,684.00 ",
North Carolina,Jackson County,"$8,534,441.00 ",
North Carolina,Johnston County,"$40,661,647.00 ",
North Carolina,Jones County,"$1,829,530.00 ",
North Carolina,Lee County,"$11,999,847.00 ",
North Carolina,Lenoir County,"$10,867,437.00 ",
North Carolina,Lincoln County,"$16,726,052.00 ",
North Carolina,Macon County,"$6,964,996.00 ",
North Carolina,Madison County,"$4,225,654.00 ",
North Carolina,Martin County,"$4,358,707.00 ",
North Carolina,McDowell County,"$8,887,567.00 ",
North Carolina,Mecklenburg County,"$215,673,636.00 ",
North Carolina,Mitchell County,"$2,906,582.00 ",
North Carolina,Montgomery County,"$5,278,037.00 ",
North Carolina,Moore County,"$19,594,757.00 ",
North Carolina,Nash County,"$18,316,281.00 ",
North Carolina,New Hanover County,"$45,543,632.00 ",
North Carolina,Northampton County,"$3,784,344.00 ",
North Carolina,Onslow County,"$38,447,136.00 ",
North Carolina,Orange County,"$28,839,722.00 ",
North Carolina,Pamlico County,"$2,471,876.00 ",
North Carolina,Pasquotank County,"$7,735,345.00 ",
North Carolina,Pender County,"$12,248,666.00 ",
North Carolina,Perquimans County,"$2,615,030.00 ",
North Carolina,Person County,"$7,670,470.00 ",
North Carolina,Pitt County,"$35,107,015.00 ",
North Carolina,Polk County,"$4,025,394.00 ",
North Carolina,Randolph County,"$27,905,631.00 ",
North Carolina,Richmond County,"$8,707,508.00 ",
North Carolina,Robeson County,"$25,372,375.00 ",
North Carolina,Rockingham County,"$17,677,626.00 ",
North Carolina,Rowan County,"$27,598,928.00 ",
North Carolina,Rutherford County,"$13,019,597.00 ",
North Carolina,Sampson County,"$12,340,152.00 ",
North Carolina,Scotland County,"$6,763,960.00 ",
North Carolina,Stanly County,"$12,199,329.00 ",
North Carolina,Stokes County,"$8,855,517.00 ",
North Carolina,Surry County,"$13,943,006.00 ",
North Carolina,Swain County,"$2,771,974.00 ",
North Carolina,Transylvania County,"$6,678,883.00 ",
North Carolina,Tyrrell County,"$780,061.00 ",
North Carolina,Union County,"$46,589,799.00 ",
North Carolina,Vance County,"$8,650,402.00 ",
North Carolina,Wake County,"$215,946,541.00 ",
North Carolina,Warren County,"$3,832,515.00 ",
North Carolina,Washington County,"$2,249,279.00 ",
North Carolina,Watauga County,"$10,911,724.00 ",
North Carolina,Wayne County,"$23,916,753.00 ",
North Carolina,Wilkes County,"$13,288,229.00 ",
North Carolina,Wilson County,"$15,888,885.00 ",
North Carolina,Yadkin County,"$7,316,373.00 ",
North Carolina,Yancey County,"$3,509,691.00 ",
North Dakota,Adams County,"$430,432.00 ",
North Dakota,Barnes County,"$2,022,992.00 ",
North Dakota,Benson County,"$1,327,036.00 ",
North Dakota,Billings County,"$180,253.00 ",
North Dakota,Bottineau County,"$1,220,205.00 ",
North Dakota,Bowman County,"$587,377.00 ",
North Dakota,Burke County,"$410,814.00 ",
North Dakota,Burleigh County,"$18,574,229.00 ",
North Dakota,Cass County,"$35,336,410.00 ",
North Dakota,Cavalier County,"$730,724.00 ",
North Dakota,Dickey County,"$946,329.00 ",
North Dakota,Divide County,"$439,755.00 ",
North Dakota,Dunn County,"$859,310.00 ",
North Dakota,Eddy County,"$444,223.00 ",
North Dakota,Emmons County,"$629,526.00 ",
North Dakota,Foster County,"$623,505.00 ",
North Dakota,Golden Valley County,"$342,054.00 ",
North Dakota,Grand Forks County,"$13,490,043.00 ",
North Dakota,Grant County,"$441,698.00 ",
North Dakota,Griggs County,"$433,346.00 ",
North Dakota,Hettinger County,"$485,401.00 ",
North Dakota,Kidder County,"$481,711.00 ",
North Dakota,LaMoure County,"$785,888.00 ",
North Dakota,Logan County,"$359,341.00 ",
North Dakota,McHenry County,"$1,115,899.00 ",
North Dakota,McIntosh County,"$485,013.00 ",
North Dakota,McKenzie County,"$2,918,236.00 ",
North Dakota,McLean County,"$1,835,552.00 ",
North Dakota,Mercer County,"$1,590,229.00 ",
North Dakota,Morton County,"$6,092,089.00 ",
North Dakota,Mountrail County,"$2,048,243.00 ",
North Dakota,Nelson County,"$559,212.00 ",
North Dakota,Oliver County,"$380,513.00 ",
North Dakota,Pembina County,"$1,321,015.00 ",
North Dakota,Pierce County,"$772,097.00 ",
North Dakota,Ramsey County,"$2,237,431.00 ",
North Dakota,Ransom County,"$1,013,535.00 ",
North Dakota,Renville County,"$451,992.00 ",
North Dakota,Richland County,"$3,142,193.00 ",
North Dakota,Rolette County,"$2,753,522.00 ",
North Dakota,Sargent County,"$757,141.00 ",
North Dakota,Sheridan County,"$255,423.00 ",
North Dakota,Sioux County,"$821,628.00 ",
North Dakota,Slope County,"$145,679.00 ",
North Dakota,Stark County,"$6,116,369.00 ",
North Dakota,Steele County,"$367,110.00 ",
North Dakota,Stutsman County,"$4,021,509.00 ",
North Dakota,Towner County,"$425,188.00 ",
North Dakota,Traill County,"$1,560,899.00 ",
North Dakota,Walsh County,"$2,066,890.00 ",
North Dakota,Ward County,"$13,138,471.00 ",
North Dakota,Wells County,"$744,710.00 ",
North Dakota,Williams County,"$7,301,223.00 ",
Northern Mariana Islands,Northern Islands Municipality,$0.00 ,
Northern Mariana Islands,Rota Municipality,"$490,840.00 ",
Northern Mariana Islands,Saipan Municipality,"$9,366,170.00 ",
Northern Mariana Islands,Tinian Municipality,"$609,131.00 ",
Ohio,Adams County,"$5,380,012.00 ",
Ohio,Allen County,"$19,880,482.00 ",
Ohio,Ashland County,"$10,388,640.00 ",
Ohio,Ashtabula County,"$18,887,924.00 ",
Ohio,Athens County,"$12,689,004.00 ",
Ohio,Auglaize County,"$8,868,143.00 ",
Ohio,Belmont County,"$13,015,130.00 ",
Ohio,Brown County,"$8,436,157.00 ",
Ohio,Butler County,"$74,419,288.00 ",
Ohio,Carroll County,"$5,227,729.00 ",
Ohio,Champaign County,"$7,552,955.00 ",
Ohio,Clark County,"$26,044,051.00 ",
Ohio,Clermont County,"$40,096,219.00 ",
Ohio,Clinton County,"$8,151,792.00 ",
Ohio,Columbiana County,"$19,789,578.00 ",
Ohio,Coshocton County,"$7,109,121.00 ",
Ohio,Crawford County,"$8,059,723.00 ",
Ohio,Cuyahoga County,"$239,898,257.00 ",
Ohio,Darke County,"$9,928,101.00 ",
Ohio,Defiance County,"$7,397,953.00 ",
Ohio,Delaware County,"$40,630,180.00 ",
Ohio,Erie County,"$14,425,300.00 ",
Ohio,Fairfield County,"$30,606,902.00 ",
Ohio,Fayette County,"$5,540,647.00 ",
Ohio,Franklin County,"$255,764,417.00 ",
Ohio,Fulton County,"$8,182,482.00 ",
Ohio,Gallia County,"$5,807,336.00 ",
Ohio,Geauga County,"$18,190,220.00 ",
Ohio,Greene County,"$32,814,032.00 ",
Ohio,Guernsey County,"$7,551,013.00 ",
Ohio,Hamilton County,"$158,784,547.00 ",
Ohio,Hancock County,"$14,719,959.00 ",
Ohio,Hardin County,"$6,092,284.00 ",
Ohio,Harrison County,"$2,921,344.00 ",
Ohio,Henry County,"$5,245,599.00 ",
Ohio,Highland County,"$8,383,518.00 ",
Ohio,Hocking County,"$5,489,951.00 ",
Ohio,Holmes County,"$8,538,715.00 ",
Ohio,Huron County,"$11,317,487.00 ",
Ohio,Jackson County,"$6,295,845.00 ",
Ohio,Jefferson County,"$12,688,615.00 ",
Ohio,Knox County,"$12,105,318.00 ",
Ohio,Lake County,"$44,703,745.00 ",
Ohio,Lawrence County,"$11,549,991.00 ",
Ohio,Licking County,"$34,353,370.00 ",
Ohio,Logan County,"$8,871,251.00 ",
Ohio,Lorain County,"$60,181,428.00 ",
Ohio,Lucas County,"$83,201,577.00 ",
Ohio,Madison County,"$8,688,472.00 ",
Ohio,Mahoning County,"$44,418,992.00 ",
Ohio,Marion County,"$12,643,552.00 ",
Ohio,Medina County,"$34,913,553.00 ",
Ohio,Meigs County,"$4,449,416.00 ",
Ohio,Mercer County,"$7,997,178.00 ",
Ohio,Miami County,"$20,780,971.00 ",
Ohio,Monroe County,"$2,652,129.00 ",
Ohio,Montgomery County,"$103,273,967.00 ",
Ohio,Morgan County,"$2,818,009.00 ",
Ohio,Morrow County,"$6,862,050.00 ",
Ohio,Muskingum County,"$16,746,253.00 ",
Ohio,Noble County,"$2,801,693.00 ",
Ohio,Ottawa County,"$7,871,506.00 ",
Ohio,Paulding County,"$3,626,817.00 ",
Ohio,Perry County,"$7,018,606.00 ",
Ohio,Pickaway County,"$11,354,587.00 ",
Ohio,Pike County,"$5,394,385.00 ",
Ohio,Portage County,"$31,557,116.00 ",
Ohio,Preble County,"$7,940,849.00 ",
Ohio,Putnam County,"$6,577,102.00 ",
Ohio,Richland County,"$23,532,744.00 ",
Ohio,Ross County,"$14,891,472.00 ",
Ohio,Sandusky County,"$11,366,435.00 ",
Ohio,Scioto County,"$14,628,862.00 ",
Ohio,Seneca County,"$10,717,680.00 ",
Ohio,Shelby County,"$9,438,038.00 ",
Ohio,Stark County,"$71,985,871.00 ",
Ohio,Summit County,"$105,085,433.00 ",
Ohio,Trumbull County,"$38,454,129.00 ",
Ohio,Tuscarawas County,"$17,867,396.00 ",
Ohio,Union County,"$11,457,727.00 ",
Ohio,Van Wert County,"$5,492,087.00 ",
Ohio,Vinton County,"$2,541,608.00 ",
Ohio,Warren County,"$45,568,688.00 ",
Ohio,Washington County,"$11,637,009.00 ",
Ohio,Wayne County,"$22,475,311.00 ",
Ohio,Williams County,"$7,126,991.00 ",
Ohio,Wood County,"$25,409,669.00 ",
Ohio,Wyandot County,"$4,228,956.00 ",
Oklahoma,Adair County,"$4,310,924.00 ",
Oklahoma,Alfalfa County,"$1,107,547.00 ",
Oklahoma,Atoka County,"$2,672,330.00 ",
Oklahoma,Beaver County,"$1,031,599.00 ",
Oklahoma,Beckham County,"$4,245,854.00 ",
Oklahoma,Blaine County,"$1,831,473.00 ",
Oklahoma,Bryan County,"$9,322,466.00 ",
Oklahoma,Caddo County,"$5,586,681.00 ",
Oklahoma,Canadian County,"$28,806,702.00 ",
Oklahoma,Carter County,"$9,344,998.00 ",
Oklahoma,Cherokee County,"$9,451,052.00 ",
Oklahoma,Choctaw County,"$2,849,864.00 ",
Oklahoma,Cimarron County,"$415,087.00 ",
Oklahoma,Cleveland County,"$55,166,390.00 ",
Oklahoma,Coal County,"$1,067,339.00 ",
Oklahoma,Comanche County,"$23,454,078.00 ",
Oklahoma,Cotton County,"$1,100,554.00 ",
Oklahoma,Craig County,"$2,746,918.00 ",
Oklahoma,Creek County,"$13,892,310.00 ",
Oklahoma,Custer County,"$5,633,493.00 ",
Oklahoma,Delaware County,"$8,353,994.00 ",
Oklahoma,Dewey County,"$950,019.00 ",
Oklahoma,Ellis County,"$749,566.00 ",
Oklahoma,Garfield County,"$11,859,412.00 ",
Oklahoma,Garvin County,"$5,382,537.00 ",
Oklahoma,Grady County,"$10,845,100.00 ",
Oklahoma,Grant County,"$841,634.00 ",
Oklahoma,Greer County,"$1,109,489.00 ",
Oklahoma,Harmon County,"$515,314.00 ",
Oklahoma,Harper County,"$716,351.00 ",
Oklahoma,Haskell County,"$2,452,647.00 ",
Oklahoma,Hughes County,"$2,579,290.00 ",
Oklahoma,Jackson County,"$4,764,665.00 ",
Oklahoma,Jefferson County,"$1,165,818.00 ",
Oklahoma,Johnston County,"$2,153,131.00 ",
Oklahoma,Kay County,"$8,456,746.00 ",
Oklahoma,Kingfisher County,"$3,062,166.00 ",
Oklahoma,Kiowa County,"$1,691,427.00 ",
Oklahoma,Latimer County,"$1,956,562.00 ",
Oklahoma,Le Flore County,"$9,683,361.00 ",
Oklahoma,Lincoln County,"$6,774,448.00 ",
Oklahoma,Logan County,"$9,325,574.00 ",
Oklahoma,Love County,"$1,991,525.00 ",
Oklahoma,Major County,"$1,481,844.00 ",
Oklahoma,Marshall County,"$3,288,648.00 ",
Oklahoma,Mayes County,"$7,983,193.00 ",
Oklahoma,McClain County,"$7,861,600.00 ",
Oklahoma,McCurtain County,"$6,377,231.00 ",
Oklahoma,McIntosh County,"$3,806,293.00 ",
Oklahoma,Murray County,"$2,733,515.00 ",
Oklahoma,Muskogee County,"$13,207,620.00 ",
Oklahoma,Noble County,"$2,162,066.00 ",
Oklahoma,Nowata County,"$1,957,145.00 ",
Oklahoma,Okfuskee County,"$2,329,500.00 ",
Oklahoma,Oklahoma County,"$154,892,206.00 ",
Oklahoma,Okmulgee County,"$7,471,375.00 ",
Oklahoma,Osage County,"$9,122,012.00 ",
Oklahoma,Ottawa County,"$6,046,055.00 ",
Oklahoma,Pawnee County,"$3,180,846.00 ",
Oklahoma,Payne County,"$15,885,583.00 ",
Oklahoma,Pittsburg County,"$8,479,278.00 ",
Oklahoma,Pontotoc County,"$7,436,218.00 ",
Oklahoma,Pottawatomie County,"$14,100,145.00 ",
Oklahoma,Pushmataha County,"$2,155,268.00 ",
Oklahoma,Roger Mills County,"$695,956.00 ",
Oklahoma,Rogers County,"$17,959,077.00 ",
Oklahoma,Seminole County,"$4,711,832.00 ",
Oklahoma,Sequoyah County,"$8,074,291.00 ",
Oklahoma,Stephens County,"$8,380,022.00 ",
Oklahoma,Texas County,"$3,881,463.00 ",
Oklahoma,Tillman County,"$1,408,228.00 ",
Oklahoma,Tulsa County,"$126,556,338.00 ",
Oklahoma,Wagoner County,"$15,789,435.00 ",
Oklahoma,Washington County,"$10,008,516.00 ",
Oklahoma,Washita County,"$2,120,305.00 ",
Oklahoma,Woods County,"$1,707,937.00 ",
Oklahoma,Woodward County,"$3,925,750.00 ",
Oregon,Baker County,"$3,131,898.00 ",
Oregon,Benton County,"$18,074,454.00 ",
Oregon,Clackamas County,"$81,227,922.00 ",
Oregon,Clatsop County,"$7,813,040.00 ",
Oregon,Columbia County,"$10,169,151.00 ",
Oregon,Coos County,"$12,525,844.00 ",
Oregon,Crook County,"$4,740,191.00 ",
Oregon,Curry County,"$4,452,912.00 ",
Oregon,Deschutes County,"$38,399,353.00 ",
Oregon,Douglas County,"$21,556,564.00 ",
Oregon,Gilliam County,"$371,384.00 ",
Oregon,Grant County,"$1,398,321.00 ",
Oregon,Harney County,"$1,436,004.00 ",
Oregon,Hood River County,"$4,541,679.00 ",
Oregon,Jackson County,"$42,915,782.00 ",
Oregon,Jefferson County,"$4,789,527.00 ",
Oregon,Josephine County,"$16,993,324.00 ",
Oregon,Klamath County,"$13,254,432.00 ",
Oregon,Lake County,"$1,528,461.00 ",
Oregon,Lane County,"$74,212,036.00 ",
Oregon,Lincoln County,"$9,704,533.00 ",
Oregon,Linn County,"$25,202,222.00 ",
Oregon,Malheur County,"$5,938,058.00 ",
Oregon,Marion County,"$67,559,569.00 ",
Oregon,Morrow County,"$2,253,747.00 ",
Oregon,Multnomah County,"$157,887,555.00 ",
Oregon,Polk County,"$16,721,002.00 ",
Oregon,Sherman County,"$345,744.00 ",
Oregon,Tillamook County,"$5,251,426.00 ",
Oregon,Umatilla County,"$15,140,874.00 ",
Oregon,Union County,"$5,212,384.00 ",
Oregon,Wallowa County,"$1,400,070.00 ",
Oregon,Wasco County,"$5,182,666.00 ",
Oregon,Washington County,"$116,852,194.00 ",
Oregon,Wheeler County,"$258,725.00 ",
Oregon,Yamhill County,"$20,802,919.00 ",
Pennsylvania,Adams County,"$20,008,291.00 ",
Pennsylvania,Allegheny County,"$380,998,452.00 ",
Pennsylvania,Armstrong County,"$12,574,015.00 ",
Pennsylvania,Beaver County,"$91,978,752.00 ",
Pennsylvania,Bedford County,"$9,301,683.00 ",
Pennsylvania,Berks County,"$81,806,170.00 ",
Pennsylvania,Blair County,"$23,663,855.00 ",
Pennsylvania,Bradford County,"$11,717,036.00 ",
Pennsylvania,Bucks County,"$122,034,082.00 ",
Pennsylvania,Butler County,"$36,488,243.00 ",
Pennsylvania,Cambria County,"$25,288,270.00 ",
Pennsylvania,Cameron County,"$863,778.00 ",
Pennsylvania,Carbon County,"$12,466,601.00 ",
Pennsylvania,Centre County,"$31,541,383.00 ",
Pennsylvania,Chester County,"$101,972,959.00 ",
Pennsylvania,Clarion County,"$7,466,131.00 ",
Pennsylvania,Clearfield County,"$15,394,355.00 ",
Pennsylvania,Clinton County,"$7,503,813.00 ",
Pennsylvania,Columbia County,"$12,618,495.00 ",
Pennsylvania,Crawford County,"$16,438,191.00 ",
Pennsylvania,Cumberland County,"$49,214,152.00 ",
Pennsylvania,Dauphin County,"$54,056,318.00 ",
Pennsylvania,Delaware County,"$110,083,961.00 ",
Pennsylvania,Elk County,"$5,809,667.00 ",
Pennsylvania,Erie County,"$52,391,502.00 ",
Pennsylvania,Fayette County,"$25,109,959.00 ",
Pennsylvania,Forest County,"$1,407,645.00 ",
Pennsylvania,Franklin County,"$30,112,177.00 ",
Pennsylvania,Fulton County,"$2,822,282.00 ",
Pennsylvania,Greene County,"$7,037,835.00 ",
Pennsylvania,Huntingdon County,"$8,768,693.00 ",
Pennsylvania,Indiana County,"$16,330,195.00 ",
Pennsylvania,Jefferson County,"$8,434,797.00 ",
Pennsylvania,Juniata County,"$4,809,922.00 ",
Pennsylvania,Lackawanna County,"$40,726,716.00 ",
Pennsylvania,Lancaster County,"$106,000,489.00 ",
Pennsylvania,Lawrence County,"$16,609,704.00 ",
Pennsylvania,Lebanon County,"$27,541,628.00 ",
Pennsylvania,Lehigh County,"$71,735,692.00 ",
Pennsylvania,Luzerne County,"$112,890,152.00 ",
Pennsylvania,Lycoming County,"$22,007,003.00 ",
Pennsylvania,McKean County,"$7,890,930.00 ",
Pennsylvania,Mercer County,"$21,254,329.00 ",
Pennsylvania,Mifflin County,"$8,961,766.00 ",
